=== Job Started ===
Node: c1010a-s5.ufhpc
MODEL: meta-llama/Llama-3.2-1B
MODE: batch
--------------------------------------------------------
Running Batch Sweep: Model=meta-llama/Llama-3.2-1B, BS=1, Dtype=bfloat16
hf ({'pretrained': 'meta-llama/Llama-3.2-1B', 'dtype': 'bfloat16'}), gen_kwargs: ({'temperature': 0, 'do_sample': False}), limit: None, num_fewshot: None, batch_size: 1
|                    Tasks                     |Version|     Filter     |n-shot|  Metric   |   |Value |   |Stderr|
|----------------------------------------------|------:|----------------|-----:|-----------|---|-----:|---|-----:|
|cmmlu                                         |      1|none            |      |acc        |↑  |0.3006|±  |0.0043|
|                                              |       |none            |      |acc_norm   |↑  |0.3006|±  |0.0043|
| - cmmlu_agronomy                             |      1|none            |     0|acc        |↑  |0.2899|±  |0.0350|
|                                              |       |none            |     0|acc_norm   |↑  |0.2899|±  |0.0350|
| - cmmlu_anatomy                              |      1|none            |     0|acc        |↑  |0.2568|±  |0.0360|
|                                              |       |none            |     0|acc_norm   |↑  |0.2568|±  |0.0360|
| - cmmlu_ancient_chinese                      |      1|none            |     0|acc        |↑  |0.2622|±  |0.0345|
|                                              |       |none            |     0|acc_norm   |↑  |0.2622|±  |0.0345|
| - cmmlu_arts                                 |      1|none            |     0|acc        |↑  |0.2687|±  |0.0352|
|                                              |       |none            |     0|acc_norm   |↑  |0.2687|±  |0.0352|
| - cmmlu_astronomy                            |      1|none            |     0|acc        |↑  |0.2182|±  |0.0323|
|                                              |       |none            |     0|acc_norm   |↑  |0.2182|±  |0.0323|
| - cmmlu_business_ethics                      |      1|none            |     0|acc        |↑  |0.3062|±  |0.0320|
|                                              |       |none            |     0|acc_norm   |↑  |0.3062|±  |0.0320|
| - cmmlu_chinese_civil_service_exam           |      1|none            |     0|acc        |↑  |0.2313|±  |0.0334|
|                                              |       |none            |     0|acc_norm   |↑  |0.2313|±  |0.0334|
| - cmmlu_chinese_driving_rule                 |      1|none            |     0|acc        |↑  |0.3588|±  |0.0421|
|                                              |       |none            |     0|acc_norm   |↑  |0.3588|±  |0.0421|
| - cmmlu_chinese_food_culture                 |      1|none            |     0|acc        |↑  |0.2500|±  |0.0373|
|                                              |       |none            |     0|acc_norm   |↑  |0.2500|±  |0.0373|
| - cmmlu_chinese_foreign_policy               |      1|none            |     0|acc        |↑  |0.3364|±  |0.0459|
|                                              |       |none            |     0|acc_norm   |↑  |0.3364|±  |0.0459|
| - cmmlu_chinese_history                      |      1|none            |     0|acc        |↑  |0.2786|±  |0.0250|
|                                              |       |none            |     0|acc_norm   |↑  |0.2786|±  |0.0250|
| - cmmlu_chinese_literature                   |      1|none            |     0|acc        |↑  |0.2843|±  |0.0317|
|                                              |       |none            |     0|acc_norm   |↑  |0.2843|±  |0.0317|
| - cmmlu_chinese_teacher_qualification        |      1|none            |     0|acc        |↑  |0.2793|±  |0.0336|
|                                              |       |none            |     0|acc_norm   |↑  |0.2793|±  |0.0336|
| - cmmlu_clinical_knowledge                   |      1|none            |     0|acc        |↑  |0.3376|±  |0.0308|
|                                              |       |none            |     0|acc_norm   |↑  |0.3376|±  |0.0308|
| - cmmlu_college_actuarial_science            |      1|none            |     0|acc        |↑  |0.2736|±  |0.0435|
|                                              |       |none            |     0|acc_norm   |↑  |0.2736|±  |0.0435|
| - cmmlu_college_education                    |      1|none            |     0|acc        |↑  |0.3738|±  |0.0470|
|                                              |       |none            |     0|acc_norm   |↑  |0.3738|±  |0.0470|
| - cmmlu_college_engineering_hydrology        |      1|none            |     0|acc        |↑  |0.2547|±  |0.0425|
|                                              |       |none            |     0|acc_norm   |↑  |0.2547|±  |0.0425|
| - cmmlu_college_law                          |      1|none            |     0|acc        |↑  |0.2500|±  |0.0419|
|                                              |       |none            |     0|acc_norm   |↑  |0.2500|±  |0.0419|
| - cmmlu_college_mathematics                  |      1|none            |     0|acc        |↑  |0.2571|±  |0.0429|
|                                              |       |none            |     0|acc_norm   |↑  |0.2571|±  |0.0429|
| - cmmlu_college_medical_statistics           |      1|none            |     0|acc        |↑  |0.3491|±  |0.0465|
|                                              |       |none            |     0|acc_norm   |↑  |0.3491|±  |0.0465|
| - cmmlu_college_medicine                     |      1|none            |     0|acc        |↑  |0.2967|±  |0.0277|
|                                              |       |none            |     0|acc_norm   |↑  |0.2967|±  |0.0277|
| - cmmlu_computer_science                     |      1|none            |     0|acc        |↑  |0.3137|±  |0.0326|
|                                              |       |none            |     0|acc_norm   |↑  |0.3137|±  |0.0326|
| - cmmlu_computer_security                    |      1|none            |     0|acc        |↑  |0.3099|±  |0.0355|
|                                              |       |none            |     0|acc_norm   |↑  |0.3099|±  |0.0355|
| - cmmlu_conceptual_physics                   |      1|none            |     0|acc        |↑  |0.2993|±  |0.0379|
|                                              |       |none            |     0|acc_norm   |↑  |0.2993|±  |0.0379|
| - cmmlu_construction_project_management      |      1|none            |     0|acc        |↑  |0.3022|±  |0.0391|
|                                              |       |none            |     0|acc_norm   |↑  |0.3022|±  |0.0391|
| - cmmlu_economics                            |      1|none            |     0|acc        |↑  |0.3711|±  |0.0384|
|                                              |       |none            |     0|acc_norm   |↑  |0.3711|±  |0.0384|
| - cmmlu_education                            |      1|none            |     0|acc        |↑  |0.3313|±  |0.0370|
|                                              |       |none            |     0|acc_norm   |↑  |0.3313|±  |0.0370|
| - cmmlu_electrical_engineering               |      1|none            |     0|acc        |↑  |0.3256|±  |0.0358|
|                                              |       |none            |     0|acc_norm   |↑  |0.3256|±  |0.0358|
| - cmmlu_elementary_chinese                   |      1|none            |     0|acc        |↑  |0.2381|±  |0.0269|
|                                              |       |none            |     0|acc_norm   |↑  |0.2381|±  |0.0269|
| - cmmlu_elementary_commonsense               |      1|none            |     0|acc        |↑  |0.2929|±  |0.0324|
|                                              |       |none            |     0|acc_norm   |↑  |0.2929|±  |0.0324|
| - cmmlu_elementary_information_and_technology|      1|none            |     0|acc        |↑  |0.2899|±  |0.0295|
|                                              |       |none            |     0|acc_norm   |↑  |0.2899|±  |0.0295|
| - cmmlu_elementary_mathematics               |      1|none            |     0|acc        |↑  |0.2652|±  |0.0292|
|                                              |       |none            |     0|acc_norm   |↑  |0.2652|±  |0.0292|
| - cmmlu_ethnology                            |      1|none            |     0|acc        |↑  |0.2963|±  |0.0394|
|                                              |       |none            |     0|acc_norm   |↑  |0.2963|±  |0.0394|
| - cmmlu_food_science                         |      1|none            |     0|acc        |↑  |0.4196|±  |0.0414|
|                                              |       |none            |     0|acc_norm   |↑  |0.4196|±  |0.0414|
| - cmmlu_genetics                             |      1|none            |     0|acc        |↑  |0.3068|±  |0.0349|
|                                              |       |none            |     0|acc_norm   |↑  |0.3068|±  |0.0349|
| - cmmlu_global_facts                         |      1|none            |     0|acc        |↑  |0.2819|±  |0.0370|
|                                              |       |none            |     0|acc_norm   |↑  |0.2819|±  |0.0370|
| - cmmlu_high_school_biology                  |      1|none            |     0|acc        |↑  |0.2604|±  |0.0339|
|                                              |       |none            |     0|acc_norm   |↑  |0.2604|±  |0.0339|
| - cmmlu_high_school_chemistry                |      1|none            |     0|acc        |↑  |0.2576|±  |0.0382|
|                                              |       |none            |     0|acc_norm   |↑  |0.2576|±  |0.0382|
| - cmmlu_high_school_geography                |      1|none            |     0|acc        |↑  |0.2203|±  |0.0383|
|                                              |       |none            |     0|acc_norm   |↑  |0.2203|±  |0.0383|
| - cmmlu_high_school_mathematics              |      1|none            |     0|acc        |↑  |0.2134|±  |0.0321|
