=== Job Started ===
Node: c1100a-s5.ufhpc
MODEL: google/gemma-2-27b
MODE: precision
--------------------------------------------------------
Running Precision Sweep: Model=google/gemma-2-27b, Dtype=float32
hf ({'pretrained': 'google/gemma-2-27b', 'dtype': 'float32', 'parallelize': True}), gen_kwargs: ({'temperature': 0, 'do_sample': False}), limit: None, num_fewshot: None, batch_size: 1
|                    Tasks                     |Version|     Filter     |n-shot|  Metric   |   |Value |   |Stderr|
|----------------------------------------------|------:|----------------|-----:|-----------|---|-----:|---|-----:|
|cmmlu                                         |      1|none            |      |acc        |↑  |0.5944|±  |0.0044|
|                                              |       |none            |      |acc_norm   |↑  |0.5944|±  |0.0044|
| - cmmlu_agronomy                             |      1|none            |     0|acc        |↑  |0.6331|±  |0.0372|
|                                              |       |none            |     0|acc_norm   |↑  |0.6331|±  |0.0372|
| - cmmlu_anatomy                              |      1|none            |     0|acc        |↑  |0.4324|±  |0.0409|
|                                              |       |none            |     0|acc_norm   |↑  |0.4324|±  |0.0409|
| - cmmlu_ancient_chinese                      |      1|none            |     0|acc        |↑  |0.3476|±  |0.0373|
|                                              |       |none            |     0|acc_norm   |↑  |0.3476|±  |0.0373|
| - cmmlu_arts                                 |      1|none            |     0|acc        |↑  |0.7063|±  |0.0361|
|                                              |       |none            |     0|acc_norm   |↑  |0.7063|±  |0.0361|
| - cmmlu_astronomy                            |      1|none            |     0|acc        |↑  |0.4424|±  |0.0388|
|                                              |       |none            |     0|acc_norm   |↑  |0.4424|±  |0.0388|
| - cmmlu_business_ethics                      |      1|none            |     0|acc        |↑  |0.6268|±  |0.0335|
|                                              |       |none            |     0|acc_norm   |↑  |0.6268|±  |0.0335|
| - cmmlu_chinese_civil_service_exam           |      1|none            |     0|acc        |↑  |0.5188|±  |0.0396|
|                                              |       |none            |     0|acc_norm   |↑  |0.5188|±  |0.0396|
| - cmmlu_chinese_driving_rule                 |      1|none            |     0|acc        |↑  |0.7252|±  |0.0392|
|                                              |       |none            |     0|acc_norm   |↑  |0.7252|±  |0.0392|
| - cmmlu_chinese_food_culture                 |      1|none            |     0|acc        |↑  |0.5441|±  |0.0429|
|                                              |       |none            |     0|acc_norm   |↑  |0.5441|±  |0.0429|
| - cmmlu_chinese_foreign_policy               |      1|none            |     0|acc        |↑  |0.6636|±  |0.0459|
|                                              |       |none            |     0|acc_norm   |↑  |0.6636|±  |0.0459|
| - cmmlu_chinese_history                      |      1|none            |     0|acc        |↑  |0.6873|±  |0.0258|
|                                              |       |none            |     0|acc_norm   |↑  |0.6873|±  |0.0258|
| - cmmlu_chinese_literature                   |      1|none            |     0|acc        |↑  |0.4020|±  |0.0344|
|                                              |       |none            |     0|acc_norm   |↑  |0.4020|±  |0.0344|
| - cmmlu_chinese_teacher_qualification        |      1|none            |     0|acc        |↑  |0.6927|±  |0.0346|
|                                              |       |none            |     0|acc_norm   |↑  |0.6927|±  |0.0346|
| - cmmlu_clinical_knowledge                   |      1|none            |     0|acc        |↑  |0.5696|±  |0.0322|
|                                              |       |none            |     0|acc_norm   |↑  |0.5696|±  |0.0322|
| - cmmlu_college_actuarial_science            |      1|none            |     0|acc        |↑  |0.3396|±  |0.0462|
|                                              |       |none            |     0|acc_norm   |↑  |0.3396|±  |0.0462|
| - cmmlu_college_education                    |      1|none            |     0|acc        |↑  |0.6729|±  |0.0456|
|                                              |       |none            |     0|acc_norm   |↑  |0.6729|±  |0.0456|
| - cmmlu_college_engineering_hydrology        |      1|none            |     0|acc        |↑  |0.6038|±  |0.0477|
|                                              |       |none            |     0|acc_norm   |↑  |0.6038|±  |0.0477|
| - cmmlu_college_law                          |      1|none            |     0|acc        |↑  |0.5556|±  |0.0480|
|                                              |       |none            |     0|acc_norm   |↑  |0.5556|±  |0.0480|
| - cmmlu_college_mathematics                  |      1|none            |     0|acc        |↑  |0.3238|±  |0.0459|
|                                              |       |none            |     0|acc_norm   |↑  |0.3238|±  |0.0459|
| - cmmlu_college_medical_statistics           |      1|none            |     0|acc        |↑  |0.6792|±  |0.0456|
|                                              |       |none            |     0|acc_norm   |↑  |0.6792|±  |0.0456|
| - cmmlu_college_medicine                     |      1|none            |     0|acc        |↑  |0.6374|±  |0.0292|
|                                              |       |none            |     0|acc_norm   |↑  |0.6374|±  |0.0292|
| - cmmlu_computer_science                     |      1|none            |     0|acc        |↑  |0.6961|±  |0.0323|
|                                              |       |none            |     0|acc_norm   |↑  |0.6961|±  |0.0323|
| - cmmlu_computer_security                    |      1|none            |     0|acc        |↑  |0.7953|±  |0.0309|
|                                              |       |none            |     0|acc_norm   |↑  |0.7953|±  |0.0309|
| - cmmlu_conceptual_physics                   |      1|none            |     0|acc        |↑  |0.6327|±  |0.0399|
|                                              |       |none            |     0|acc_norm   |↑  |0.6327|±  |0.0399|
| - cmmlu_construction_project_management      |      1|none            |     0|acc        |↑  |0.4604|±  |0.0424|
|                                              |       |none            |     0|acc_norm   |↑  |0.4604|±  |0.0424|
| - cmmlu_economics                            |      1|none            |     0|acc        |↑  |0.6918|±  |0.0367|
|                                              |       |none            |     0|acc_norm   |↑  |0.6918|±  |0.0367|
| - cmmlu_education                            |      1|none            |     0|acc        |↑  |0.5460|±  |0.0391|
|                                              |       |none            |     0|acc_norm   |↑  |0.5460|±  |0.0391|
| - cmmlu_electrical_engineering               |      1|none            |     0|acc        |↑  |0.5698|±  |0.0379|
|                                              |       |none            |     0|acc_norm   |↑  |0.5698|±  |0.0379|
| - cmmlu_elementary_chinese                   |      1|none            |     0|acc        |↑  |0.4167|±  |0.0311|
|                                              |       |none            |     0|acc_norm   |↑  |0.4167|±  |0.0311|
| - cmmlu_elementary_commonsense               |      1|none            |     0|acc        |↑  |0.5505|±  |0.0354|
|                                              |       |none            |     0|acc_norm   |↑  |0.5505|±  |0.0354|
| - cmmlu_elementary_information_and_technology|      1|none            |     0|acc        |↑  |0.8067|±  |0.0256|
|                                              |       |none            |     0|acc_norm   |↑  |0.8067|±  |0.0256|
| - cmmlu_elementary_mathematics               |      1|none            |     0|acc        |↑  |0.4217|±  |0.0326|
|                                              |       |none            |     0|acc_norm   |↑  |0.4217|±  |0.0326|
| - cmmlu_ethnology                            |      1|none            |     0|acc        |↑  |0.5185|±  |0.0432|
|                                              |       |none            |     0|acc_norm   |↑  |0.5185|±  |0.0432|
| - cmmlu_food_science                         |      1|none            |     0|acc        |↑  |0.6573|±  |0.0398|
|                                              |       |none            |     0|acc_norm   |↑  |0.6573|±  |0.0398|
| - cmmlu_genetics                             |      1|none            |     0|acc        |↑  |0.6534|±  |0.0360|
|                                              |       |none            |     0|acc_norm   |↑  |0.6534|±  |0.0360|
| - cmmlu_global_facts                         |      1|none            |     0|acc        |↑  |0.6309|±  |0.0397|
|                                              |       |none            |     0|acc_norm   |↑  |0.6309|±  |0.0397|
| - cmmlu_high_school_biology                  |      1|none            |     0|acc        |↑  |0.5385|±  |0.0385|
|                                              |       |none            |     0|acc_norm   |↑  |0.5385|±  |0.0385|
| - cmmlu_high_school_chemistry                |      1|none            |     0|acc        |↑  |0.4167|±  |0.0431|
|                                              |       |none            |     0|acc_norm   |↑  |0.4167|±  |0.0431|
| - cmmlu_high_school_geography                |      1|none            |     0|acc        |↑  |0.5763|±  |0.0457|
|                                              |       |none            |     0|acc_norm   |↑  |0.5763|±  |0.0457|
| - cmmlu_high_school_mathematics              |      1|none            |     0|acc        |↑  |0.3720|±  |0.0379|
|                                              |       |none            |     0|acc_norm   |↑  |0.3720|±  |0.0379|
| - cmmlu_high_school_physics                  |      1|none            |     0|acc        |↑  |0.5727|±  |0.0474|
|                                              |       |none            |     0|acc_norm   |↑  |0.5727|±  |0.0474|
| - cmmlu_high_school_politics                 |      1|none            |     0|acc        |↑  |0.5035|±  |0.0420|
|                                              |       |none            |     0|acc_norm   |↑  |0.5035|±  |0.0420|
| - cmmlu_human_sexuality                      |      1|none            |     0|acc        |↑  |0.6746|±  |0.0419|
|                                              |       |none            |     0|acc_norm   |↑  |0.6746|±  |0.0419|
| - cmmlu_international_law                    |      1|none            |     0|acc        |↑  |0.4973|±  |0.0369|
|                                              |       |none            |     0|acc_norm   |↑  |0.4973|±  |0.0369|
| - cmmlu_journalism                           |      1|none            |     0|acc        |↑  |0.6163|±  |0.0372|
|                                              |       |none            |     0|acc_norm   |↑  |0.6163|±  |0.0372|
| - cmmlu_jurisprudence                        |      1|none            |     0|acc        |↑  |0.6156|±  |0.0240|
|                                              |       |none            |     0|acc_norm   |↑  |0.6156|±  |0.0240|
| - cmmlu_legal_and_moral_basis                |      1|none            |     0|acc        |↑  |0.8551|±  |0.0241|
|                                              |       |none            |     0|acc_norm   |↑  |0.8551|±  |0.0241|
| - cmmlu_logical                              |      1|none            |     0|acc        |↑  |0.6911|±  |0.0418|
|                                              |       |none            |     0|acc_norm   |↑  |0.6911|±  |0.0418|
| - cmmlu_machine_learning                     |      1|none            |     0|acc        |↑  |0.6803|±  |0.0424|
|                                              |       |none            |     0|acc_norm   |↑  |0.6803|±  |0.0424|
| - cmmlu_management                           |      1|none            |     0|acc        |↑  |0.7714|±  |0.0290|
|                                              |       |none            |     0|acc_norm   |↑  |0.7714|±  |0.0290|
